elsoura,meaning,elgoz2,text,elsoura2
سورة الانعام,ومن أتى بالسيئة                                   ,الجزء الثامن,ومن جاء بالسيئة ,سورة الانعام
سورة الانعام,فلا يثاب إلا بمثلها,الجزء الثامن,فلا يجزى إلا مثلها ,سورة الانعام
سورة الانعام,وهم لا يتعدى عليهم ببخس شيء من حسناتهم أوزيادة شيء من سيئاتهم,الجزء الثامن,وهم لا يظلمون ,سورة الانعام
سورة الانعام,قل يا محمد لهؤلاء المشركين إنني أرشدني مالكي ومدبر أمري,الجزء الثامن,قل إنني هدىني ربي ,سورة الانعام
سورة الانعام,إلى طريق مستقيم ,الجزء الثامن,إلى صرطٖ مستقيمٖ ,سورة الانعام
سورة الانعام,دينا قويما,الجزء الثامن,دينا قيما ,سورة الانعام
سورة الانعام,هو دين إبراهيم,الجزء الثامن,ملة إبرهيم ,سورة الانعام
سورة الانعام,مائلا عن الباطل إلى الحق                                 ,الجزء الثامن,حنيفا ,سورة الانعام
سورة الانعام,وما كان إبراهيم من الذين أشركوا,الجزء الثامن,وما كان من المشركين ,سورة الانعام
سورة الانعام,قل يا محمد إن صلاتي,الجزء الثامن,قل إن صلاتي,سورة الانعام
سورة الانعام,وذبحي                                                             ,الجزء الثامن,ونسكي ,سورة الانعام
سورة الانعام,وحياتي,الجزء الثامن,ومحياي ,سورة الانعام
سورة الانعام,وموتي,الجزء الثامن,ومماتي ,سورة الانعام
سورة الانعام,خالصة لله مالك العالمين ومدبر أمرهم,الجزء الثامن,لله رب العلمين,سورة الانعام
سورة الانعام,لا شريك له في شيء من ذلك,الجزء الثامن,لا شريك له,سورة الانعام
سورة الانعام,وبذلك أمرني مالكي ومدبر أمري,الجزء الثامن,وبذلك أمرت ,سورة الانعام
سورة الانعام,وأنا أول المنقادين له من هذه الأمة,الجزء الثامن,وأنا۠ أول المسلمين,سورة الانعام
سورة الانعام,قل يا محمد لهؤلاء المشركين أأطلب غير الله مالكا ومدبر أمر,الجزء الثامن,قل أغير الله أبغي ربا,سورة الانعام
سورة الانعام,وهو مالك كل شيء ومدبر أمره,الجزء الثامن,وهو رب كل شيءٖ ,سورة الانعام
سورة الانعام,ولا تقترف كل نفس إثما,الجزء الثامن,ولا تكسب كل نفس ,سورة الانعام
سورة الانعام,إلا عليها لا يؤاخذ به غيرها                                ,الجزء الثامن,إلا عليها ,سورة الانعام
سورة الانعام,ولا تحمل نفس آثمة إثم غيرها مع إثمها     ,الجزء الثامن,ولا تزر وازرة وزر أخرى ,سورة الانعام
سورة الانعام,ثم إلى مالككم ومدبر أمركم,الجزء الثامن,ثم إلى ربكم,سورة الانعام
سورة الانعام,مردكم,الجزء الثامن,مرجعكم ,سورة الانعام
سورة الانعام,فيخبركم ,الجزء الثامن,فينبئكم ,سورة الانعام
سورة الانعام,بما كنتم تختلفون فيه من الأديان والملل,الجزء الثامن,بما كنتم فيه تختلفون ,سورة الانعام
سورة الانعام,والله هو الذي صيركم,الجزء الثامن,وهو الذي جعلكم ,سورة الانعام
سورة الانعام,تعمرون الأرض خلفا بعد سلف        ,الجزء الثامن,خلئف الأرض ,سورة الانعام
سورة الانعام,ورفع بعضكم فوق بعض مراتب,الجزء الثامن,ورفع بعضكم فوق بعضٖ درجتٖ  ,سورة الانعام
سورة الانعام,ليختبركم          ,الجزء الثامن,ليبلوكم ,سورة الانعام
سورة الانعام,في ما أعطاكم ,الجزء الثامن,في ما ءاتىكم ,سورة الانعام
سورة الانعام,إن مالكك ومدبر أمرك سريع المعاقبة لمن جحد به,الجزء الثامن,إن ربك سريع العقاب ,سورة الانعام
سورة الانعام,وإنه لستار للذنوب,الجزء الثامن,وإنه لغفور,سورة الانعام
سورة الانعام,ذا رحمة دائمة بعباده المؤمنين,الجزء الثامن,رحيم,سورة الانعام
,,الجزء الثامن,بسم الله ,
,,الجزء الثامن,الرحمن ,
,,الجزء الثامن,الرحيم ,
سورة الاعراف,الله أعلم بمراده بذلك                                              ,الجزء الثامن,المص ,سورة الاعراف
سورة الاعراف,هذا كتاب أوحي إليك يا محمد,الجزء الثامن,كتب أنزل إليك,سورة الاعراف
سورة الاعراف,فلا يكن في صدرك ضيق منه فإنما عليك تبليغه,الجزء الثامن,فلا يكن في صدرك حرج منه ,سورة الاعراف
سورة الاعراف,لتخوف وتحذر به من عقاب الله         ,الجزء الثامن,لتنذر به ,سورة الاعراف
سورة الاعراف,وتذكرة ,الجزء الثامن,وذكرى,سورة الاعراف
سورة الاعراف,للمصدقين,الجزء الثامن, للمؤمنين ,سورة الاعراف
سورة الاعراف,اقتفوا ما أنزل إليكم ,الجزء الثامن,اتبعوا ما أنزل إليكم ,سورة الاعراف
سورة الاعراف,من مالككم ومدبر أمركم من القرآن,الجزء الثامن,من ربكم  ,سورة الاعراف
سورة الاعراف,ولا تقتفوا من دونه أولياء يأمرونكم بالشرك,الجزء الثامن,ولا تتبعوا من دونه أولياء ,سورة الاعراف
سورة الاعراف,قليلا ما تتذكرون وتعتبرون,الجزء الثامن,قليلا ما تذكرون ,سورة الاعراف
سورة الاعراف,وكم من قرية أردنا إهلاكها,الجزء الثامن,وكم من قرية أهلكنها ,سورة الاعراف
سورة الاعراف,فأتاها عذابنا                                                          ,الجزء الثامن,فجاءها بأسنا ,سورة الاعراف
سورة الاعراف,وهم بائتون           ,الجزء الثامن,بيتا ,سورة الاعراف
سورة الاعراف,أو أتاها وهم قائلون,الجزء الثامن,أو هم قائلون,سورة الاعراف
سورة الاعراف,فما كان دعاؤهم واستغاثتهم            ,الجزء الثامن,فما كان دعوىهم ,سورة الاعراف
سورة الاعراف,حين أتاهم عذابنا,الجزء الثامن,إذ جاءهم بأسنا,سورة الاعراف
سورة الاعراف,إلا قولهم,الجزء الثامن,إلا أن قالوا ,سورة الاعراف
سورة الاعراف,إنا كنا متعدين ,الجزء الثامن,إنا كنا ظلمين ,سورة الاعراف
سورة الاعراف,فلنسألن الذين أرسل إليهم الأنبياء سؤال تقرير,الجزء الثامن,فلنسٔلن الذين أرسل إليهم ,سورة الاعراف
سورة الاعراف,ولنسألن الأنبياء المرسلين سؤال استشهاد,الجزء الثامن,ولنسٔلن المرسلين ,سورة الاعراف
سورة الاعراف,فلنخبرنهم بعلم بما كانوا يعملون في الدنيا,الجزء الثامن,فلنقصن عليهم بعلمٖ,سورة الاعراف
سورة الاعراف,وما كانا غائبين عما كانوا يعملون,الجزء الثامن,وما كنا غائبين ,سورة الاعراف
سورة الاعراف,والوزن يوم نسأل الذين أرسل إليهم والمرسلين للحسنات والسيئات بالعدل والحق,الجزء الثامن,والوزن يومئذ الحق ,سورة الاعراف
سورة الاعراف,فمن رجحت حسناته على سيئاته                                     ,الجزء الثامن,فمن ثقلت موزينه ,سورة الاعراف
سورة الاعراف,فألئك هم الفائزون,الجزء الثامن,فأولئك هم المفلحون,سورة الاعراف
سورة الاعراف,ومن قصرت حسناته عن الرجحان على سيئاته                              ,الجزء الثامن,ومن خفت موزينه ,سورة الاعراف
سورة الاعراف,فألئك الذين أهلكوا أنفسهم أو غبنوها حظوظها من الثواب الجزيل,الجزء الثامن,فأولئك الذين خسروا أنفسهم,سورة الاعراف
سورة الاعراف,بما كانوا يتعدون بالجحود ببيناتنا,الجزء الثامن,بما كانوا بٔايتنا يظلمون,سورة الاعراف
سورة الاعراف,ولقد وطأنا لكم في الأرض                                               ,الجزء الثامن,ولقد مكنكم في الأرض ,سورة الاعراف
سورة الاعراف,وجعلنا لكم فيها ما تعيشون به,الجزء الثامن,وجعلنا لكم فيها معيش ,سورة الاعراف
سورة الاعراف,قليلا ما تؤدون شكر هذه النعم,الجزء الثامن,قليلا ما تشكرون ,سورة الاعراف
سورة الاعراف,ولقد أنشأناكم,الجزء الثامن,ولقد خلقنكم ,سورة الاعراف
سورة الاعراف,ثم شكلناكم,الجزء الثامن,ثم صورنكم ,سورة الاعراف
سورة الاعراف,ثم قلنا للملائكة اسجدوا لآدم سجود تحية,الجزء الثامن,ثم قلنا للملئكة اسجدوا لأدم ,سورة الاعراف
سورة الاعراف,فسجدوا إلا إبليس لم يكن من بين الساجدين,الجزء الثامن,فسجدوا إلا إبليس لم يكن من السجدين,سورة الاعراف
سورة الاعراف,قال الله تعالى أي شيء منعك,الجزء الثامن,قال ما منعك ,سورة الاعراف
سورة الاعراف,فأحوجك إلى أن تدع السجود إذ أمرتك,الجزء الثامن,ألا تسجد إذ أمرتك,سورة الاعراف
سورة الاعراف,قال إبليس أنا أفضل منه,الجزء الثامن,قال أنا۠ خير منه ,سورة الاعراف
سورة الاعراف,فقد أنشأتني من نار,الجزء الثامن,خلقتني من نارٖ ,سورة الاعراف
سورة الاعراف,وأنشأته من طين,الجزء الثامن,وخلقته من طينٖ ,سورة الاعراف
سورة الاعراف,قال فانزل من الجنة,الجزء الثامن,قال فاهبط منها ,سورة الاعراف
سورة الاعراف,فما ينبغي لك,الجزء الثامن,فما يكون لك ,سورة الاعراف
سورة الاعراف,أن تستكبر فيها عن طاعتي وأمري,الجزء الثامن,أن تتكبر فيها ,سورة الاعراف
سورة الاعراف,فاخرج إنك من الأذلاء المهانين,الجزء الثامن,فاخرج إنك من الصغرين ,سورة الاعراف
سورة الاعراف,قال أخرني وأمهلني في الحياة                                         ,الجزء الثامن,قال أنظرني ,سورة الاعراف
سورة الاعراف,إلى يوم يبعث بنو آدم,الجزء الثامن,إلى يوم يبعثون ,سورة الاعراف
سورة الاعراف,قال إنك من الممهلين,الجزء الثامن,قال إنك من المنظرين ,سورة الاعراف
سورة الاعراف,قال فبما أضللتني                  ,الجزء الثامن,قال فبما أغويتني ,سورة الاعراف
سورة الاعراف,لأجلسن لبني آدم,الجزء الثامن,لأقعدن لهم,سورة الاعراف
سورة الاعراف,على طريقك القويم الموصل إليك                    ,الجزء الثامن,صرطك المستقيم,سورة الاعراف
سورة الاعراف,ثم لأجيئنهم من جميع وجوه الحق والباطل فأصدهم عن الحق وأزين لهم الباطل,الجزء الثامن,ثم لأتينهم من بين أيديهم ومن خلفهم وعن أيمنهم وعن شمائلهم,سورة الاعراف
سورة الاعراف,ولا تجد أكثرهم مؤدين لشكر نعمتك عليهم بالإيمان بك,الجزء الثامن,ولا تجد أكثرهم شكرين ,سورة الاعراف
سورة الاعراف,قال اخرج منها مذموما ,الجزء الثامن,قال اخرج منها مذءوما ,سورة الاعراف
سورة الاعراف,مطرودا       ,الجزء الثامن,مدحورا,سورة الاعراف
سورة الاعراف,لمن اقتفاك منهم,الجزء الثامن,لمن تبعك منهم ,سورة الاعراف
سورة الاعراف,لأملأن جهنم منك وذريتك ومنهم أجمعين,الجزء الثامن,لأملأن جهنم منكم أجمعين ,سورة الاعراف
سورة الاعراف,وقلنا يا آدم اسكن أنت وزوجتك حواء الجنة,الجزء الثامن,وئادم اسكن أنت وزوجك الجنة ,سورة الاعراف
سورة الاعراف,فكلا من الجنة من حيث شئتما,الجزء الثامن,فكلا من حيث شئتما,سورة الاعراف
سورة الاعراف,ولا تقربا هذه الشجرة المعينة,الجزء الثامن,ولا تقربا هذه الشجرة,سورة الاعراف
سورة الاعراف,فتكونا من المتعدين,الجزء الثامن,فتكونا من الظلمين,سورة الاعراف
سورة الاعراف,فوسوس لهما الشيطان ليظهر لهما,الجزء الثامن,فوسوس لهما الشيطن ليبدي لهما ,سورة الاعراف
سورة الاعراف,ما ستر عنهما      ,الجزء الثامن,ما وري عنهما ,سورة الاعراف
سورة الاعراف,من عوراتهما                       ,الجزء الثامن,من سوءتهما ,سورة الاعراف
سورة الاعراف,وقال لهما لم ينهكما مالككما ومدبر أمركما,الجزء الثامن,وقال ما نهىكما ربكما ,سورة الاعراف
سورة الاعراف,عن الأكل من هذه الشجرة,الجزء الثامن,عن هذه الشجرة ,سورة الاعراف
سورة الاعراف,إلا خشية أن تكونا ملكين مقربين,الجزء الثامن,إلا أن تكونا ملكين ,سورة الاعراف
سورة الاعراف,أو تكونا من الخالدين فلا تموتان أبدا,الجزء الثامن,أو تكونا من الخلدين,سورة الاعراف
سورة الاعراف,وحلف لهما                                                 ,الجزء الثامن,وقاسمهما ,سورة الاعراف
سورة الاعراف,إني لمن الصادقين في نصحكما,الجزء الثامن,إني لكما لمن النصحين ,سورة الاعراف
سورة الاعراف,فخدعهما بكلامه المزخرف بالباطل,الجزء الثامن,فدلىهما بغرورٖ ,سورة الاعراف
سورة الاعراف,فلما أكلا من الشجرة,الجزء الثامن,فلما ذاقا الشجرة ,سورة الاعراف
سورة الاعراف,ظهرت لهما عوراتهما,الجزء الثامن,بدت لهما سوءتهما,سورة الاعراف
سورة الاعراف,وأخذا يجعلان وينسجان,الجزء الثامن,وطفقا يخصفان ,سورة الاعراف
سورة الاعراف,عليهما من ورق الجنة ليستترا به,الجزء الثامن,عليهما من ورق الجنة,سورة الاعراف
سورة الاعراف,ودعاهما مالكهما ومدبر أمرهما ألم يسبق لي أن نهيتكما,الجزء الثامن,ونادىهما ربهما ألم أنهكما ,سورة الاعراف
سورة الاعراف,عن الأكل من تلك الشجرة,الجزء الثامن,عن تلكما الشجرة ,سورة الاعراف
سورة الاعراف,وقلت لكما إن إبليس ,الجزء الثامن,وأقل لكما إن الشيطن ,سورة الاعراف
سورة الاعراف,لكما عدو بين العداوة,الجزء الثامن,لكما عدو مبين ,سورة الاعراف
سورة الاعراف,قالا يا مالكنا ومدبر أمرنا ,الجزء الثامن,قالا ربنا ,سورة الاعراف
سورة الاعراف,تعدينا على أنفسنا بالأكل من هذه الشجرة,الجزء الثامن,ظلمنا أنفسنا ,سورة الاعراف
سورة الاعراف,وإن لم تستر لنا ذنبنا,الجزء الثامن,وإن لم تغفر لنا ,سورة الاعراف
سورة الاعراف,وترأف بنا,الجزء الثامن,وترحمنا ,سورة الاعراف
سورة الاعراف,لنكونن من الهالكين,الجزء الثامن,لنكونن من الخسرين ,سورة الاعراف
سورة الاعراف,قال انزلوا إلى الأرض,الجزء الثامن,قال اهبطوا ,سورة الاعراف
سورة الاعراف,ذرية بعضكم أعداء لذرية بعض,الجزء الثامن,بعضكم لبعض عدو,سورة الاعراف
سورة الاعراف,ولكم في الأرض مكان تستقرون فيه,الجزء الثامن,ولكم في الأرض مستقر ,سورة الاعراف
سورة الاعراف,وتتمتعون فيه,الجزء الثامن,ومتع ,سورة الاعراف
سورة الاعراف,إلى وقت معلوم هو وقت انقضاء آجالكم                          ,الجزء الثامن,إلى حينٖ ,سورة الاعراف
سورة الاعراف,قال في الأرض تعيشون                             ,الجزء الثامن,قال فيها تحيون ,سورة الاعراف
سورة الاعراف,وفيها تتوفون,الجزء الثامن,وفيها تموتون ,سورة الاعراف
سورة الاعراف,ومنها تبعثون,الجزء الثامن,ومنها تخرجون ,سورة الاعراف
سورة الاعراف,يا بني آدم قد أنزلنا عليكم من فضلنا,الجزء الثامن,يبني ءادم قد أنزلنا عليكم ,سورة الاعراف
سورة الاعراف,لباسا يستر عوراتكم                  ,الجزء الثامن,لباسا يوري سوءتكم ,سورة الاعراف
سورة الاعراف,وزينة                                          ,الجزء الثامن,وريشا,سورة الاعراف
سورة الاعراف,ولباس التقوى وهو الإيمان والعمل الصالح,الجزء الثامن,ولباس التقوى ,سورة الاعراف
سورة الاعراف,ذلك أفضل                                                   ,الجزء الثامن,ذلك خير ,سورة الاعراف
سورة الاعراف,ذلك من بينات الله ودلائل قدرته                                                 ,الجزء الثامن,ذلك من ءايت الله ,سورة الاعراف
سورة الاعراف,لعلهم يتذكرون ويعتبرون,الجزء الثامن,لعلهم يذكرون,سورة الاعراف
سورة الاعراف,يا بني آدم لا يخدعنكم الشيطان               ,الجزء الثامن,يبني ءادم لا يفتننكم الشيطن ,سورة الاعراف
سورة الاعراف,كما أخرج أبويكم آدم وحواء من الجنة,الجزء الثامن,كما أخرج أبويكم من الجنة ,سورة الاعراف
سورة الاعراف,يزيل عنهما لباسهما,الجزء الثامن,ينزع عنهما لباسهما ,سورة الاعراف
سورة الاعراف,ليبدي لهما عوراتهما,الجزء الثامن,ليريهما سوءتهما ,سورة الاعراف
سورة الاعراف,إنه يشاهدكم هو وذريته أو جنوده,الجزء الثامن,إنه يرىكم هو وقبيله ,سورة الاعراف
سورة الاعراف,من حيث لا تشاهدونهم,الجزء الثامن,من حيث لا ترونهم ,سورة الاعراف
سورة الاعراف,إنا جعلنا الشياطين أعوانا وقرناء,الجزء الثامن,إنا جعلنا الشيطين أولياء ,سورة الاعراف
سورة الاعراف,للذين لا يصدقون,الجزء الثامن,للذين لا يؤمنون ,سورة الاعراف
سورة الاعراف,وإذا فعلوا فعلة قبيحة قيل هي طوافهم بالبيت عراة كاشفين عن سوءاتهم,الجزء الثامن,وإذا فعلوا فحشة ,سورة الاعراف
سورة الاعراف,قالوا ألفينا عليها آباءنا,الجزء الثامن,قالوا وجدنا عليها ءاباءنا,سورة الاعراف
سورة الاعراف,والله أمرنا بفعلها,الجزء الثامن,والله أمرنا بها ,سورة الاعراف
سورة الاعراف,قل لهم يا محمد إن الله لا يأمر  بقبائح الأفعال     ,الجزء الثامن,قل إن الله لا يأمر بالفحشاء,سورة الاعراف
سورة الاعراف,أتسندون إلى الله ما لا تدرون صحته,الجزء الثامن,أتقولون على الله ما لا تعلمون ,سورة الاعراف
سورة الاعراف,قل لهم يا محمد أمر مالكي ومدبر أمري بالعدل,الجزء الثامن,قل أمر ربي بالقسط,سورة الاعراف
سورة الاعراف,وتوجهوا بصلاتكم,الجزء الثامن,وأقيموا وجوهكم ,سورة الاعراف
سورة الاعراف,في أي مسجد كنتم إلى مالككم ومدبر أمركم,الجزء الثامن,عند كل مسجدٖ,سورة الاعراف
سورة الاعراف,واعبدوه,الجزء الثامن,وادعوه ,سورة الاعراف
سورة الاعراف,صادقين في توجهكم إليه وعبادته,الجزء الثامن,مخلصين له الدين ,سورة الاعراف
سورة الاعراف,كما خلقكم ولم تكونوا شيئا                            ,الجزء الثامن,كما بدأكم,سورة الاعراف
سورة الاعراف,ترجعون  ,الجزء الثامن,تعودون ,سورة الاعراف
سورة الاعراف,فريقا أرشد,الجزء الثامن,فريقا هدى ,سورة الاعراف
سورة الاعراف,وفريقا وجب,الجزء الثامن,وفريقا حق,سورة الاعراف
سورة الاعراف,عليهم الزيغ,الجزء الثامن,عليهم الضللة ,سورة الاعراف
سورة الاعراف,إنهم جعلوا الشياطين,الجزء الثامن,إنهم اتخذوا الشيطين ,سورة الاعراف
سورة الاعراف,متولين ونصراء من دون الله,الجزء الثامن,أولياء من دون الله ,سورة الاعراف
سورة الاعراف,ويظنون,الجزء الثامن,ويحسبون ,سورة الاعراف
سورة الاعراف,أنهم راشدون,الجزء الثامن,أنهم مهتدون,سورة الاعراف
سورة الاعراف,يا بني آدم خذوا ما يزينكم من اللباس,الجزء الثامن,يبني ءادم خذوا زينتكم ,سورة الاعراف
سورة الاعراف,عند كل مسجد للصلاة أو الطواف                                          ,الجزء الثامن,عند كل مسجدٖ ,سورة الاعراف
سورة الاعراف,وكلوا واشربوا مما أحل الله لكم,الجزء الثامن,وكلوا واشربوا ,سورة الاعراف
سورة الاعراف,ولا تتجاوزوا الحد في الأكل والشرب استعمالا أو تحليلا وتحريما,الجزء الثامن,ولا تسرفوا ,سورة الاعراف
سورة الاعراف,إنه لا يحب المتجاوزين,الجزء الثامن,إنه لا يحب المسرفين ,سورة الاعراف
سورة الاعراف,قل لهم يا محمد من حظر,الجزء الثامن,قل من حرم,سورة الاعراف
سورة الاعراف,زينة الله التي خلق لعباده ليتزينوا بها,الجزء الثامن,زينة الله التي أخرج لعباده ,سورة الاعراف
سورة الاعراف,ومن حظر الطيبات من الرزق الحلال                           ,الجزء الثامن,والطيبت من الرزق ,سورة الاعراف
سورة الاعراف,قل هذه  الزينة والطيبات للذين صدقوا في هذه الحياة الدنيا,الجزء الثامن,قل هي للذين ءامنوا في الحيوة الدنيا,سورة الاعراف
سورة الاعراف,محضة يوم القيامة لا يشاركهم فيها المشركون والكافرون الذين يشاركونهم فيها في هذه الدنيا,الجزء الثامن,خالصة يوم القيمة ,سورة الاعراف
سورة الاعراف,كذلك نبين الآيات,الجزء الثامن,كذلك نفصل الأيت ,سورة الاعراف
سورة الاعراف,لقوم يدرون ,الجزء الثامن,لقومٖ يعلمون,سورة الاعراف
سورة الاعراف,قل لهم يا محمد إنما حظر,الجزء الثامن,قل إنما حرم,سورة الاعراف
سورة الاعراف,مالكي ومدبر أمري,الجزء الثامن,ربي,سورة الاعراف
سورة الاعراف,القبائح,الجزء الثامن,الفوحش ,سورة الاعراف
سورة الاعراف,ما برز منها,الجزء الثامن,ما ظهر منها ,سورة الاعراف
سورة الاعراف,وما استتر           ,الجزء الثامن,وما بطن,سورة الاعراف
سورة الاعراف,والمعصية أو الخمر,الجزء الثامن,والإثم ,سورة الاعراف
سورة الاعراف,والظلم والاستطالة على الناس     ,الجزء الثامن,والبغي بغير الحق,سورة الاعراف
سورة الاعراف,وأن تجعلوا لله من الشركاء,الجزء الثامن,وأن تشركوا بالله ,سورة الاعراف
سورة الاعراف,ما لم ينزل به حجة أو برهانا                                               ,الجزء الثامن,ما لم ينزل به سلطنا ,سورة الاعراف
سورة الاعراف,وأن تقولوا على الله ما لا تدرون من تحريم ما لم يحرم وتحليل ما لم يحلل,الجزء الثامن,وأن تقولوا على الله ما لا تعلمون ,سورة الاعراف
سورة الاعراف,ولكل أمة وقت موقت لحلول العقوبة بهم,الجزء الثامن,ولكل أمة أجل ,سورة الاعراف
سورة الاعراف,فإذا أتى وقتهم                                  ,الجزء الثامن,فإذا جاء أجلهم ,سورة الاعراف
سورة الاعراف,لا يتأخرون عن هذا الوقت ساعة,الجزء الثامن,لا يستأخرون ساعة ,سورة الاعراف
سورة الاعراف,ولا يتقدمونه بساعة,الجزء الثامن,ولا يستقدمون,سورة الاعراف
سورة الاعراف,يا بني آدم إما يجئنكم,الجزء الثامن,يبني ءادم إما يأتينكم ,سورة الاعراف
سورة الاعراف,مرسلون من جنسكم,الجزء الثامن,رسل منكم ,سورة الاعراف
سورة الاعراف,يتلون عليكم آياتي,الجزء الثامن,يقصون عليكم ءايتي ,سورة الاعراف
سورة الاعراف,فمن تجنب الشرك بي,الجزء الثامن,فمن اتقى ,سورة الاعراف
سورة الاعراف,وأصلح العمل,الجزء الثامن,وأصلح ,سورة الاعراف
سورة الاعراف,فلا خوف عليهم يوم القيامة مما في ذلك اليوم من الأهوال,الجزء الثامن,فلا خوف عليهم ,سورة الاعراف
سورة الاعراف,ولا هم يحزنون على ما فاتهم من حظوظ الدنيا,الجزء الثامن,ولا هم يحزنون,سورة الاعراف
سورة الاعراف,والذين كذبوا ببيناتنا,الجزء الثامن,والذين كذبوا بٔايتنا ,سورة الاعراف
سورة الاعراف,وتكبروا عنها,الجزء الثامن,واستكبروا عنها ,سورة الاعراف
سورة الاعراف,ألئك أهل النار,الجزء الثامن,أولئك أصحب النار,سورة الاعراف
سورة الاعراف,هم فيها ماكثون أبدا,الجزء الثامن,هم فيها خلدون,سورة الاعراف
سورة الاعراف,فمن أشد تعديا,الجزء الثامن,فمن أظلم ,سورة الاعراف
سورة الاعراف,ممن اختلق على الله كذبا                                    ,الجزء الثامن,ممن افترى على الله كذبا ,سورة الاعراف
سورة الاعراف,أو كذب ببيناته,الجزء الثامن,أو كذب بٔايته ,سورة الاعراف
سورة الاعراف,ألئك ينالهم حظهم مما كتب لهم من الخير أو الشر                       ,الجزء الثامن,أولئك ينالهم نصيبهم من الكتب,سورة الاعراف
سورة الاعراف,حتى إذا أتت هؤلاء المشركين رسلنا المكلفون بقبض أرواحهم,الجزء الثامن,حتى إذا جاءتهم رسلنا ,سورة الاعراف
سورة الاعراف,ليقبضوا أرواحهم,الجزء الثامن,يتوفونهم,سورة الاعراف
سورة الاعراف,قالوا أين الآلهة الذين كنتم           ,الجزء الثامن,قالوا أين ما كنتم ,سورة الاعراف
سورة الاعراف,تعبدون من دون الله                                              ,الجزء الثامن,تدعون من دون الله,سورة الاعراف
سورة الاعراف,قالوا زاغوا عنا                        ,الجزء الثامن,قالوا ضلوا عنا ,سورة الاعراف
سورة الاعراف,واعترفوا على أنفسهم,الجزء الثامن,وشهدوا على أنفسهم ,سورة الاعراف
سورة الاعراف,أنهم كانوا جاحدين                         ,الجزء الثامن,أنهم كانوا كفرين,سورة الاعراف
سورة الاعراف,قال لجوا في أمم من أمثالكم,الجزء الثامن,قال ادخلوا في أممٖ ,سورة الاعراف
سورة الاعراف,قد مضت من قبلكم,الجزء الثامن,قد خلت من قبلكم,سورة الاعراف
سورة الاعراف,من الجن والإنس كبكبوا في النار,الجزء الثامن,من الجن والإنس في النار,سورة الاعراف
سورة الاعراف,كلما ولجت أمة ,الجزء الثامن,كلما دخلت أمة,سورة الاعراف
سورة الاعراف,دعت على أختها بالبعد والطرد,الجزء الثامن,لعنت أختها,سورة الاعراف
سورة الاعراف,حتى إذا تلاحقوا في النار جميعا                          ,الجزء الثامن,حتى إذا اداركوا فيها جميعا ,سورة الاعراف
سورة الاعراف,قالت كل أمة مسبوقة     ,الجزء الثامن,قالت أخرىهم ,سورة الاعراف
سورة الاعراف,للأمة التي سبقتها                  ,الجزء الثامن,لأولىهم ,سورة الاعراف
سورة الاعراف,يا مالكنا ومدبر أمرنا ,الجزء الثامن,ربنا ,سورة الاعراف
سورة الاعراف,هؤلاء هم الذين أزاغونا,الجزء الثامن,هؤلاء أضلونا ,سورة الاعراف
سورة الاعراف,فاجعل لهم عذابا ,الجزء الثامن,فٔاتهم عذابا ,سورة الاعراف
سورة الاعراف,مضاعفا من النار,الجزء الثامن,ضعفا من النار,سورة الاعراف
سورة الاعراف,قال لكل أمة منكم عذاب مضاعف,الجزء الثامن,قال لكلٖ ضعف ,سورة الاعراف
سورة الاعراف,ولكن لا تدرون,الجزء الثامن,ولكن لا تعلمون,سورة الاعراف
سورة الاعراف,وقالت الأمة السابقة للأمة اللاحقة ,الجزء الثامن,وقالت أولىهم لأخرىهم ,سورة الاعراف
سورة الاعراف,فما كان لكم علينا من مزية                            ,الجزء الثامن,فما كان لكم علينا من فضلٖ ,سورة الاعراف
سورة الاعراف,فتجرعوا العذاب,الجزء الثامن,فذوقوا العذاب ,سورة الاعراف
سورة الاعراف,بما كنتم تقترفون,الجزء الثامن,بما كنتم تكسبون ,سورة الاعراف
سورة الاعراف,إن الذين كذبوا ببيناتنا,الجزء الثامن,إن الذين كذبوا بٔايتنا ,سورة الاعراف
سورة الاعراف,وتكبروا عنها,الجزء الثامن,واستكبروا عنها ,سورة الاعراف
سورة الاعراف,لا تفتح أبواب السماوات لأرواحهم إذا ماتوا ولا يرفع لهم عمل وهم أحياء                      ,الجزء الثامن,لا تفتح لهم أبوب السماء ,سورة الاعراف
سورة الاعراف,ولا يلجون الجنة,الجزء الثامن,ولا يدخلون الجنة ,سورة الاعراف
سورة الاعراف,حتى يدخل                               ,الجزء الثامن,حتى يلج ,سورة الاعراف
سورة الاعراف,البعير                              ,الجزء الثامن,الجمل ,سورة الاعراف
سورة الاعراف,في ثقب                                      ,الجزء الثامن,في سم ,سورة الاعراف
سورة الاعراف,الإبرة                                   ,الجزء الثامن,الخياط ,سورة الاعراف
سورة الاعراف,نثيب,الجزء الثامن,وكذلك نجزي,سورة الاعراف
سورة الاعراف,المجترمين للكفر,الجزء الثامن,المجرمين ,سورة الاعراف
سورة الاعراف,لهم من جهنم فرش وبسط,الجزء الثامن,لهم من جهنم مهاد ,سورة الاعراف
سورة الاعراف,ومنها من فوقهم لحف وأغطية,الجزء الثامن,ومن فوقهم غواشٖ ,سورة الاعراف
سورة الاعراف,وكذلك نثيب ,الجزء الثامن,وكذلك نجزي ,سورة الاعراف
سورة الاعراف,المتعدين,الجزء الثامن,الظلمين,سورة الاعراف
